texto de referencia,Lugar de vivienda (codigo tienda/casa de Jean P.),Lugar de trabajo (codigo tienda/casa de Jean P.),nom privilégié,Prénom privilégié,Variante n°1 du Nom,Variante n°1 du Prénom,Variante n°2 du Nom,Variante nº du Nom,Variante n°2 du Prénom,Titulo,variante n°1 del Titulo,variante n°2 del Titulo,Métier / occupation,variante n°1 del Métier / occupation,variante n°2 del Métier / occupation,ultima religion conocida,fecha cuando se firma el contrato,Citation (sources) - copiar pegar ref abajo de la pagina,Lugar de trabajo (zona/barrio - siglos 13-14-15),Lugar de trabajo (nombre de calle - siglos 13-14-15),Lugar de trabajo (nota - indicaciones localizacion - siglos 13-14-15),Lugar de trabajo (nombre de tienda/casa - siglos 13-14-15),Lugar de trabajo (direccion exacta actual),Lugar de vivienda (zona/barrio - siglos 13-14-15),Lugar de vivienda (nombre de calle - siglos 13-14-15),Lugar de vivienda (nota - indicaciones localizacion - siglos 13-14-15),Lugar de vivienda (nombre tienda/casa - siglos 13-14-15),Lugar de vivienda (direccion exacta actual)
T21-ESTANTALES -OLIVA,,CH_WO_01b,García,don Ruy,de Villaquirán,,,,,deán,,,,,,,19/07/1433,"Le 19/07/1433, le chapitre baille au doyen don Ruy García de Villaquirán, deux tendezuelas (…) avec la caution d'Alfonso González de Segovia, notario, demeurant à la plaza de Sto. Tomé",Colación de San Yuste*,Estantales/ Tripería Vieja,"deux tendezuelas situées à la colación de S. Yuste, à la Tripería Vieja, jouxtant une maison du chapitre où demeure Alfonso García, recuero (CH_WO_01a), une autre casilla tienda avec sa cámara jouxant le Corral dit de las Vacas, appartenant également au chapitre, corral et tendezuelas achetés de María Díaz, femme de Fernand López de Ramaga, escribano del rey",,,,,,,
T21-ESTANTALES -OLIVA,,CH_WO_01b,Rodríguez,Maestre Lope ,,,,,,Maestre carpintero,,,carpintero,,,,24/04/1438,"Le 24/04/1438, le chapitre baille à Lope Rodríguez, carpintero, deux tiendas (…) dont le doyen don Ruy García de Villaquirán a fait abandon en sa feveur, pour sa vie et celle de sa femme, Leonor Gómez (…) avec la caution de Ruy González, carpintero",Colación de San Yuste*,Estantales/ Tripería Vieja,,,,,,,,
T21-ESTANTALES -OLIVA,,CH_WO_01b,,Maestre Lope ,,,,,,Maestre carpintero,,,,,,,19/07/1433,"En 1439, les deux tiendas qui se trouvent devant le Corral de las Vacas et étaient tenues auparavant par le doyen, don Ruy García (…) depuis le 19/07/1433, sont tenues par Maestre Lope, carpintero",Colación de San Yuste*,Estantales/ Tripería Vieja,"les deux tiendas qui se trouvent devant le Corral de las Vacas (…) Ces tiendas ont chacune sa porte sur la rue qui s'appelair la Triperia Vieja et s'appelle maintenant de la Carpintería. Les cámaras au dessus d'elles se commandent par la maison de l'Église tenue par Alfonso García, recuero (CH_WO_01a), face à celle tenue par don Pedro Alfonso (de Valladolid), abbé de S. Vicente de la Sierra. En 1439, également (CH_WO_01a) comporte deux cámaras qui sont sur les deux tiendas de l'Église que tient Maestre Lope",,,,,,,
T21-ESTANTALES -OLIVA,,CH_WO_01b,,Maestre Lope ,,,,,,Maestre carpintero,,,,,,,24/04/1438,"En 1443, les tiendas que tenait le doyen don Ruy García, situées au Corral Viejo de las Vacas, ont été baillées, perpetuas e por reparadas, le 24/04/1438, à Maestre Lope Rodríguez, carpintero, et Leonor Gómez, sa femme (…) avec la caution de Ruy González, carpintero",Colación de San Yuste*,Estantales/ Tripería Vieja,situées au Corral Viejo de las Vacas,,,,,,,
T21-ESTANTALES -OLIVA,,CH_WO_01b,Gómez,Leonor,,,,,,,,,,,,,24/04/1438,"En 1443, les tiendas que tenait le doyen don Ruy García, situées au Corral Viejo de las Vacas, ont été baillées, perpetuas e por reparadas, le 24/04/1438, à Maestre Lope Rodríguez, carpintero, et Leonor Gómez, sa femme (…) avec la caution de Ruy González, carpintero",Colación de San Yuste*,Estantales/ Tripería Vieja,situées au Corral Viejo de las Vacas,,,,,,,
T21-ESTANTALES -OLIVA,,CH_WO_01b,,Maestre Lope ,,,,,,Maestre carpintero,,,,,,,1443,"En 1443, les tiendas que tenait le doyen don Ruy García, situées au Corral Viejo de las Vacas, ont été baillées, perpetuas e por reparadas, le 24/04/1438, à Maestre Lope Rodríguez, carpintero, et Leonor Gómez, sa femme (…) avec la caution de Ruy González, carpintero",Colación de San Yuste*,Estantales/ Tripería Vieja,situées au Corral Viejo de las Vacas,,,,,,,
T21-ESTANTALES -OLIVA,,CH_WO_01b,Gómez,Leonor,,,,,,,,,,,,,1443,"En 1443, les tiendas que tenait le doyen don Ruy García, situées au Corral Viejo de las Vacas, ont été baillées, perpetuas e por reparadas, le 24/04/1438, à Maestre Lope Rodríguez, carpintero, et Leonor Gómez, sa femme (…) avec la caution de Ruy González, carpintero",Colación de San Yuste*,Estantales/ Tripería Vieja,situées au Corral Viejo de las Vacas,,,,,,,
T21-ESTANTALES -OLIVA,CH_WO_01a+b ,CH_WO_01a+b ,González,Alfonso,de Sosa,,,,,,,,,,,,17/08/1448,"Le 17/08/1448, le chapitre baille à Alfonso González de Sosa et Beatriz Alfonso, sa femme, une maison située à la colación de S. Yuste, précédemment tenue par Alfonso García, recuero, et sa femme (CH_WO_01a), avec une tienda que tenait Maestre Lope, carpintero (CH_WO_01b)(...) avec notamment l'obligation de faite dans l'année une cámara sur le palacio où se trouve le pressoir (...) et la caution de Ruy Sánchez de Valladolid, criado d'Alfonso González de Sosa",Colación de San Yuste*,Estantales/ Tripería Vieja,"une maison située à la colación de S. Yuste (…) et dont la porte est à la calle de la Triperia Vieja, le tout, dont il a été fait abandon, jouxtant une maison où demeure l'abbé de S. Vicente (CH_BL_06), le Corral Viejo de las Vacas, et les rues",,,,,,,
T21-ESTANTALES -OLIVA,CH_WO_01a+b ,CH_WO_01a+b ,Alfonso,Beatriz ,,,,,,,,,,,,,17/08/1448,"Le 17/08/1448, le chapitre baille à Alfonso González de Sosa et Beatriz Alfonso, sa femme, une maison située à la colación de S. Yuste, précédemment tenue par Alfonso García, recuero, et sa femme (CH_WO_01a), avec une tienda que tenait Maestre Lope, carpintero (CH_WO_01b)(...) avec notamment l'obligation de faite dans l'année une cámara sur le palacio où se trouve le pressoir (...) et la caution de Ruy Sánchez de Valladolid, criado d'Alfonso González de Sosa",Colación de San Yuste*,Estantales/ Tripería Vieja,"une maison située à la colación de S. Yuste (…) et dont la porte est à la calle de la Triperia Vieja, le tout, dont il a été fait abandon, jouxtant une maison où demeure l'abbé de S. Vicente (CH_BL_06), le Corral Viejo de las Vacas, et les rues",,,,,,,
T21-ESTANTALES -OLIVA,CH_WO_01,CH_WO_01,González,Alfonso,de Sosa,,,,,,,,,,,,17/05/1448,"En 1450, la maison que tenait auparavant Alfonso García, recuero, a été baillée, perpetuas e por reparadas, le 17/05/1448, avec les deux tiendas qui se trouvent en dessous, à Alfonso González de Sosa, pour sa vie et celle de Beatriz Alfonso, sa femme (...) avec l'obligation de doubler le palacio dans l'année, avec la caution de Ruy Sánchez, son escudero",Colación de San Yuste*,Estantales/ Tripería Vieja,,,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,CH_WO_01,CH_WO_01,Alfonso,Beatriz ,,,,,,,,,,,,,17/05/1448,"En 1450, la maison que tenait auparavant Alfonso García, recuero, a été baillée, perpetuas e por reparadas, le 17/05/1448, avec les deux tiendas qui se trouvent en dessous, à Alfonso González de Sosa, pour sa vie et celle de Beatriz Alfonso, sa femme (...) avec l'obligation de doubler le palacio dans l'année, avec la caution de Ruy Sánchez, son escudero",Colación de San Yuste*,Estantales/ Tripería Vieja,,,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,CH_WO_01,CH_WO_01,González,Alfonso,de Sosa,,,,,,,,,,,,1450,"En 1450, la maison que tenait auparavant Alfonso García, recuero, a été baillée, perpetuas e por reparadas, le 17/05/1448, avec les deux tiendas qui se trouvent en dessous, à Alfonso González de Sosa, pour sa vie et celle de Beatriz Alfonso, sa femme (...) avec l'obligation de doubler le palacio dans l'année, avec la caution de Ruy Sánchez, son escudero",Colación de San Yuste*,Estantales/ Tripería Vieja,,,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,CH_WO_01,CH_WO_01,Alfonso,Beatriz ,,,,,,,,,,,,,1450,"En 1450, la maison que tenait auparavant Alfonso García, recuero, a été baillée, perpetuas e por reparadas, le 17/05/1448, avec les deux tiendas qui se trouvent en dessous, à Alfonso González de Sosa, pour sa vie et celle de Beatriz Alfonso, sa femme (...) avec l'obligation de doubler le palacio dans l'année, avec la caution de Ruy Sánchez, son escudero",Colación de San Yuste*,Estantales/ Tripería Vieja,,,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,CH_WO_01,CH_WO_01,Estébanez,Juan,,,,,,racionero,,,,,,,16/07/1451,"Le 16/07/1451, le chapitre baille à Juan Estébanez, racionero, une maison",Colación de San Yuste*,Estantales/ Tripería Vieja,"une maison, à la colación de S. Yuste (…) jouxtant une maison où demeure l'abbé de S. Vicente, le Corral Viejo de las Vacas, et les rues",,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,CH_WO_01,CH_WO_01,García,Ximón,,,,,,,,,recuero,pescador,,,14/12/1459,"Le 14/12/1459, Juan Estébanez, racionero, a fait abandon au chapitre de la maison qu'il tenait, avec les tiendas jointives, et le chapitre les a baillées à Ximón García, recuero, et Inés García, sa femme (…) avec la caution de Juan González de Mena, sacristán de Sto. Tomé, et Antón Rodríguez. Le 5/09/1465, est entré comme caution Martín de Toledo, neveu de Ximón García",Colación de San Yuste*,Estantales/ Tripería Vieja,,,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,CH_WO_01,CH_WO_01,García,Inés,,,,,,,,,,,,,14/12/1459,"Le 14/12/1459, Juan Estébanez, racionero, a fait abandon au chapitre de la maison qu'il tenait, avec les tiendas jointives, et le chapitre les a baillées à Ximón García, recuero, et Inés García, sa femme (…) avec la caution de Juan González de Mena, sacristán de Sto. Tomé, et Antón Rodríguez. Le 5/09/1465, est entré comme caution Martín de Toledo, neveu de Ximón García",Colación de San Yuste*,Estantales/ Tripería Vieja,,,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,,CH_WO_01,de Berlanga,Gracián,,,,,,capellán de la chapelle des Reyes Nuevos,tesorero ,,,,,,21/01/1489," Le 21/01/1489, le chapitre a baillé la maison que tenait auparavant Ximón García, pescador, à Gracián de Berlanga, capellán de la chapelle des Reyes Nuevos (…) avec la caution de Pedro Sánchez de Madrid, racionero, et ce contrat reste en vigueur en 1499",Colación de San Yuste*,Estantales/ Tripería Vieja,,,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,,CH_WO_01,de Berlanga,Gracián,,,,,,capellán de la chapelle des Reyes Nuevos,tesorero ,,,,,,1499," Le 21/01/1489, le chapitre a baillé la maison que tenait auparavant Ximón García, pescador, à Gracián de Berlanga, capellán de la chapelle des Reyes Nuevos (…) avec la caution de Pedro Sánchez de Madrid, racionero, et ce contrat reste en vigueur en 1499",Colación de San Yuste*,Estantales/ Tripería Vieja,,,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,,CH_WO_01,de Berlanga,Gracián,,,,,,capellán de la chapelle des Reyes Nuevos,tesorero ,,,,,,1491,"En 1491, la maison qui était tenue par le docteur don Pedro Alfonso, et après lui par Ximón García, recuero, est tenue par le trésorier Gracián",Colación de San Yuste*,Estantales/ Tripería Vieja,"et jouxtent d'un côté une maison de l'Église où demeure don Luis Daza (CH_BL_06), et de l'autre une autre maison  de l'Église (tenue par) Pedro de Bonilla  (CH_WO_02)",,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,CH_WO_02,CH_WO_02,González,Alvar,de Aguilar,,,,,,,,notario,,,,16/05/1435,"Le 16/05/1435, le chapitre baille à Alvar González de Aguilar, notario, une casa tienda (…) pour sa vie et celle de María González, sa femme (…) avec la caution de Fernand González, tintorero",Colación de San Yuste*,Estantales/ Tripería Vieja,"une casa tienda, située à la colación de S. Yuste, à  la Tripería Vieja, jouxtant deux tiendas tenues de l'Église par le doyen don Ruy García (CH_WO_01b), une autre tienda  jointive de la maison dite le Corral de las Vacas, tenue par Benito Estébanez, recuero, et María González, sa femme (CH_WO_03)",,Sixto Ramon Parro n°9 (corral viejo de Vacas-tiendas),,,,,
T21-ESTANTALES -OLIVA,CH_WO_02,CH_WO_02,González,María,,,,,,,,,,,,,16/05/1435,"Le 16/05/1435, le chapitre baille à Alvar González de Aguilar, notario, une casa tienda (…) pour sa vie et celle de María González, sa femme (…) avec la caution de Fernand González, tintorero",Colación de San Yuste*,Estantales/ Tripería Vieja,"une casa tienda, située à la colación de S. Yuste, à  la Tripería Vieja, jouxtant deux tiendas tenues de l'Église par le doyen don Ruy García (CH_WO_01b), une autre tienda  jointive de la maison dite le Corral de las Vacas, tenue par Benito Estébanez, recuero, et María González, sa femme (CH_WO_03)",,Sixto Ramon Parro n°9 (corral viejo de Vacas-tiendas),,,,,
T21-ESTANTALES -OLIVA,CH_WO_02,CH_WO_02,González,Alvar,de Aguilar,,,,,,,,notario,,,,16/05/1426,"En 1439, la tendezuela, située a par desta, dans la rue de la Triperia Vieja, est tenue par Alvar González de Aguilar pour 120 mrs. depuis le 16/05/1426",Colación de San Yuste*,Estantales/ Tripería Vieja,"la tendezuela, située a par desta, dans la rue de la Triperia Vieja  (…) Elle jouxte de chaque côté avec des maisons de l'Église",,Sixto Ramon Parro n°9 (corral viejo de Vacas-tiendas),,,,,
T21-ESTANTALES -OLIVA,CH_WO_02,CH_WO_02,González,María,,,,,,,,,,,,,16/05/1426,"En 1439, la tendezuela, située a par desta, dans la rue de la Triperia Vieja, est tenue par Alvar González de Aguilar pour 120 mrs. depuis le 16/05/1426",Colación de San Yuste*,Estantales/ Tripería Vieja,"la tendezuela, située a par desta, dans la rue de la Triperia Vieja  (…) Elle jouxte de chaque côté avec des maisons de l'Église",,Sixto Ramon Parro n°9 (corral viejo de Vacas-tiendas),,,,,
T21-ESTANTALES -OLIVA,CH_WO_02,CH_WO_02,González,Alvar,de Aguilar,,,,,,,,notario,,,,1439,"En 1439, la tendezuela, située a par desta, dans la rue de la Triperia Vieja, est tenue par Alvar González de Aguilar pour 120 mrs. depuis le 16/05/1426",Colación de San Yuste*,Estantales/ Tripería Vieja,"la tendezuela, située a par desta, dans la rue de la Triperia Vieja  (…) Elle jouxte de chaque côté avec des maisons de l'Église",,Sixto Ramon Parro n°9 (corral viejo de Vacas-tiendas),,,,,
T21-ESTANTALES -OLIVA,CH_WO_02,CH_WO_02,González,María,,,,,,,,,,,,,1439,"En 1439, la tendezuela, située a par desta, dans la rue de la Triperia Vieja, est tenue par Alvar González de Aguilar pour 120 mrs. depuis le 16/05/1426",Colación de San Yuste*,Estantales/ Tripería Vieja,"la tendezuela, située a par desta, dans la rue de la Triperia Vieja  (…) Elle jouxte de chaque côté avec des maisons de l'Église",,Sixto Ramon Parro n°9 (corral viejo de Vacas-tiendas),,,,,
T21-ESTANTALES -OLIVA,CH_WO_02,CH_WO_02,González,Alvar,de Aguilar,,,,,,,,notario,,,,16/05/1435,"En 1443, la tendezuela située a par desta a été baillée le 16/05/1435, à Alvar González de Aguilar et María González, sa femme (…) avec la caution de Fernand González, tintorero",Colación de San Yuste*,Estantales/ Tripería Vieja,,,Sixto Ramon Parro n°9 (corral viejo de Vacas-tiendas),,,,,
T21-ESTANTALES -OLIVA,CH_WO_02,CH_WO_02,González,María,,,,,,,,,,,,,16/05/1435,"En 1443, la tendezuela située a par desta a été baillée le 16/05/1435, à Alvar González de Aguilar et María González, sa femme (…) avec la caution de Fernand González, tintorero",Colación de San Yuste*,Estantales/ Tripería Vieja,,,Sixto Ramon Parro n°9 (corral viejo de Vacas-tiendas),,,,,
T21-ESTANTALES -OLIVA,CH_WO_02,CH_WO_02,González,Alvar,de Aguilar,,,,,,,,notario,,,,1443,"En 1443, la tendezuela située a par desta a été baillée le 16/05/1435, à Alvar González de Aguilar et María González, sa femme (…) avec la caution de Fernand González, tintorero",Colación de San Yuste*,Estantales/ Tripería Vieja,,,Sixto Ramon Parro n°9 (corral viejo de Vacas-tiendas),,,,,
T21-ESTANTALES -OLIVA,CH_WO_02,CH_WO_02,González,María,,,,,,,,,,,,,1443,"En 1443, la tendezuela située a par desta a été baillée le 16/05/1435, à Alvar González de Aguilar et María González, sa femme (…) avec la caution de Fernand González, tintorero",Colación de San Yuste*,Estantales/ Tripería Vieja,,,Sixto Ramon Parro n°9 (corral viejo de Vacas-tiendas),,,,,
T21-ESTANTALES -OLIVA,CH_WO_02,CH_WO_02,González,Alvar,de Aguilar,,,,,,,,notario,,,,1450,"En 1450, la tendezuela située a par desta a été baillée le 16/05/1435, à Alvar González de Aguilar et María González, sa femme (…) Mais c'est Pedro  Rodríguez de Bonilla, fils de Juan Rodríguez de Bonilla, qui paie",Colación de San Yuste*,Estantales/ Tripería Vieja,,,Sixto Ramon Parro n°9 (corral viejo de Vacas-tiendas),,,,,
T21-ESTANTALES -OLIVA,CH_WO_02,CH_WO_02,González,María,,,,,,,,,,,,,1450,"En 1450, la tendezuela située a par desta a été baillée le 16/05/1435, à Alvar González de Aguilar et María González, sa femme (…) Mais c'est Pedro  Rodríguez de Bonilla, fils de Juan Rodríguez de Bonilla, qui paie",Colación de San Yuste*,Estantales/ Tripería Vieja,,,Sixto Ramon Parro n°9 (corral viejo de Vacas-tiendas),,,,,
T21-ESTANTALES -OLIVA,CH_WO_02,CH_WO_02,Díaz,Juana,,,,,,,,,,,,,5/11/1454,"Le 5/11/1454, le chapitre baille à Juana Díaz, veuve de Pedro Rodríguez de Bonilla, escribano público à Tolède, une maison (…) En 1472, Juana Díaz est remariée à Juan de la Serna",Colación de San Yuste*,Estantales/ Tripería Vieja,"une maison située à la colación de S. Yuste, dans la rue des tiendas de la Triperia Vieja, jouxtant le Corral Viejo de las Vacas tenu à cens par les héritiers de don Pedro Alfonso, abbé de S. Vicente (CH_WO_03), une maison tenue par Juan Estébanez, racionero (W-1), et la rue",,Sixto Ramon Parro n°9 (corral viejo de Vacas-tiendas),,,,,
T21-ESTANTALES -OLIVA,CH_WO_02,CH_WO_02,de Bonilla,Pedro,,,,,,,,,,,,,1/09/1481,"Le 1/09/1481, Pedro de Bonilla, fils de Juana Díaz, ayant été nommé par sa mère, a fait reconnaissance pour la maison bodega qu'elle tenait (…) et il a donné la caution de Pedro de la Serna, son frère",Colación de San Yuste*,Estantales/ Tripería Vieja,,,Sixto Ramon Parro n°9 (corral viejo de Vacas-tiendas),,,,,
T21-ESTANTALES -OLIVA,CH_WO_02,CH_WO_02,de Bonilla,Pedro,,,,,,,,,,,,,1491,"En 1491, l'une des tiendas précédemment tenues par le doyen don Ruy Garçia jouxte con esta dicha casa (CH_WO_01), et se trouve tenue par Pedro de Bonilla",Colación de San Yuste*,Estantales/ Tripería Vieja,l'une des tiendas précédemment tenues par le doyen don Ruy Garçia jouxte con esta dicha casa (CH_WO_01) (…) jouxtant des deux côtés des maisons de l'Église,,Sixto Ramon Parro n°9 (corral viejo de Vacas-tiendas),,,,,
T21-ESTANTALES -OLIVA,CH_WO_02,CH_WO_02,de Bonilla,Pedro,,,,,,,,,,,,,1499,"En  1499, la maison bodega que tenait Juana Díaz, femme de Pedro Rodríguez de Bonilla, reste tenues par Pedro de Bonilla",Colación de San Yuste*,Estantales/ Tripería Vieja,,,Sixto Ramon Parro n°9 (corral viejo de Vacas-tiendas),,,,,
T21-ESTANTALES -OLIVA,CH_WO_03a,CH_WO_03a,González,Lope,,,,,,,,,carpintero,,,,23/07/1423,"Le 23/07/1423, le chapitre baille à Lope González, carpintero, et à María González, sa femme, une tienda, divisée en deux (…) avec la caution de don Vasco Ramírez de Guzmán, archidiacre de Tolède",Colación de San Yuste*,Estantales/ Tripería Vieja,"une tienda, divisée en deux, avec un sobrado qui  se trouve au dessus de l'entrée de la porte principale de la maison de María Díaz, fille de Fernand Sánchez, située à la colación de S. Yuste, à la Tripería Vieja, que le chapitre a achetée de María Díaz et Fernand López de Ramaga, son mari, en son nom, et de Fernand Sánchez, el beato, jouxtant une maison de la même María Díaz, une tienda de María López, et la rue",,,,,,,
T21-ESTANTALES -OLIVA,CH_WO_03a,CH_WO_03a,González,María,,,,,,,,,,,,,23/07/1423,"Le 23/07/1423, le chapitre baille à Lope González, carpintero, et à María González, sa femme, une tienda, divisée en deux (…) avec la caution de don Vasco Ramírez de Guzmán, archidiacre de Tolède",Colación de San Yuste*,Estantales/ Tripería Vieja,"une tienda, divisée en deux, avec un sobrado qui  se trouve au dessus de l'entrée de la porte principale de la maison de María Díaz, fille de Fernand Sánchez, située à la colación de S. Yuste, à la Tripería Vieja, que le chapitre a achetée de María Díaz et Fernand López de Ramaga, son mari, en son nom, et de Fernand Sánchez, el beato, jouxtant une maison de la même María Díaz, une tienda de María López, et la rue",,,,,,,
T21-ESTANTALES -OLIVA,CH_WO_03,CH_WO_03,Estébanez,Benito,,,,,,,,,recuero,,,,31/03/1434,"Le 31/03/1434, le chapitre baille à Benito Estébanez, recuero, et María González, sa femme, une maison dite du Corral de la Vacas, avec les tiendas (…) avec la caution, jusqu'à 2.000 mrs., de Fernando Díaz, archidiacre de Niebla, et de don Pedro Alfonso de Valladolid",Colación de San Yuste*,Estantales/ Tripería Vieja,"une maison dite du Corral de la Vacas, avec les tiendas qui se trouvent à la porte principale de cette maison et les deux cámaras qui donnent à la rue de la maison où demeure le chanoine don Alfonso Martínez, tesorero, tiendas et cámaras jointives de la maison, le tout jouxtant une maison où demeure Alfonso García, recuero (W-1), les tiendas dites de la Tripería,  et vers le haut une maison de Juan López de Burgos, et la rue",,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,CH_WO_03,CH_WO_03,González,María,,,,,,,,,,,,,31/03/1434,"Le 31/03/1434, le chapitre baille à Benito Estébanez, recuero, et María González, sa femme, une maison dite du Corral de la Vacas, avec les tiendas (…) avec la caution, jusqu'à 2.000 mrs., de Fernando Díaz, archidiacre de Niebla, et de don Pedro Alfonso de Valladolid",Colación de San Yuste*,Estantales/ Tripería Vieja,"une maison dite du Corral de la Vacas, avec les tiendas qui se trouvent à la porte principale de cette maison et les deux cámaras qui donnent à la rue de la maison où demeure le chanoine don Alfonso Martínez, tesorero, tiendas et cámaras jointives de la maison, le tout jouxtant une maison où demeure Alfonso García, recuero (W-1), les tiendas dites de la Tripería,  et vers le haut une maison de Juan López de Burgos, et la rue",,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,CH_WO_03,CH_WO_03,Estébanez,Benito,,,,,,,,,recuero,,,,29/03/1434,"En 1439, la maison dite du Corral Viejo de las Vacas, à la Triperia Vieja, tenue par Benito Estebanez pour 2.400 mrs. depuis le 29/03/1434",Colación de San Yuste*,Estantales/ Tripería Vieja,"jouxte des deux côtés des maisons de l'Église, avec au dessus d'un bâtiment une camara, dont la porte sort à la maison du trésorier don Alfonso Martínez",,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,CH_WO_03,CH_WO_03,González,María,,,,,,,,,,,,,29/03/1434,"En 1439, la maison dite du Corral Viejo de las Vacas, à la Triperia Vieja, tenue par Benito Estebanez pour 2.400 mrs. depuis le 29/03/1434",Colación de San Yuste*,Estantales/ Tripería Vieja,"jouxte des deux côtés des maisons de l'Église, avec au dessus d'un bâtiment une camara, dont la porte sort à la maison du trésorier don Alfonso Martínez",,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,CH_WO_03,CH_WO_03,Estébanez,Benito,,,,,,,,,recuero,,,,1439,"En 1439, la maison dite du Corral Viejo de las Vacas, à la Triperia Vieja, tenue par Benito Estebanez pour 2.400 mrs. depuis le 29/03/1434",Colación de San Yuste*,Estantales/ Tripería Vieja,"jouxte des deux côtés des maisons de l'Église, avec au dessus d'un bâtiment une camara, dont la porte sort à la maison du trésorier don Alfonso Martínez",,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,CH_WO_03,CH_WO_03,González,María,,,,,,,,,,,,,1439,"En 1439, la maison dite du Corral Viejo de las Vacas, à la Triperia Vieja, tenue par Benito Estebanez pour 2.400 mrs. depuis le 29/03/1434",Colación de San Yuste*,Estantales/ Tripería Vieja,"jouxte des deux côtés des maisons de l'Église, avec au dessus d'un bâtiment une camara, dont la porte sort à la maison du trésorier don Alfonso Martínez",,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,CH_WO_03b,CH_WO_03b,González,Diego,de Nabares,de Navares,,,,capellán,cura de San Román,,,,,,21/08/1433,"Le 21/08/1433, le chapitre baille à Diego González de Nabares, capellán, curé de S. Román, une casa tienda avec sa cámara (…) avec la caution du chanoine Fernand González Quixada",Colación de San Yuste*,Estantales/ Tripería Vieja,"une casa tienda avec sa cámara en dessus delle, située à la colación de S. Yuste, aux tiendas de la Tripería Vieja, jouxtant une maison tienda où l'on vend du pain, de la paille, du fromage et autres choses, appartenant à la Hermandad des capellanes, la portada du Corral dit de las Vacas, appartenant à l'Église, et la rue publique royale",,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,CH_WO_03b,CH_WO_03b,González,Diego,de Nabares,de Navares,,,,capellán,cura de San Román,,,,,,1439,"En 1439, la casa pequeña con su cámara, la première près du Corral de las Vacas est tenue par Diego González de Navares pour 154 mrs., depuis le 21/08/1433",Colación de San Yuste*,Estantales/ Tripería Vieja,Elle jouxte la maison de l'Église appelée le Corral de las Vacas et une maison de la Hermandad des capellanes del coro,,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
T21-ESTANTALES -OLIVA,CH_WO_03,CH_WO_03,Estébanez,Benito,,,,,,,,,recuero,,,,29/03/1434," En 1443, la maison dite Corral Viejo de las Vacas, située à la Tripería Vieja, a été baillée, le 29/03/1434, perpetuas e por reparadas, avec les tiendas (…) à Benito Estébanez, recuero, et María González, sa femme (…) avec la caution de don Pedro Alfonso de Valladolid, abbé de S. Vicente, et de don Fernando Díaz, archidiacre de Niebla",Colación de San Yuste*,Estantales/ Tripería Vieja,"la maison dite Corral Viejo de las Vacas, située à la Tripería Vieja (…) avec les tiendas qui se trouvent à la puerta mayor de la dicha tripería et avec les deux cámaras qui donnent à la maison où demeure le tesorero de l'Église",,"Sixto Ramón Parro, calle de. N°9. Corral viejo de Vacas.",,,,,
